creded,debitF,meanpay,billnum,debitM,zhongxingM,sidaM,xindaiR,cardnum,xindaiF,maxpay,zhuanzhangF,gongjiaoF,zhuanzhangR,age,gongjiaoR,sidaF,sidaR,zhongxingF,zhongxingR,xiaofeiF,jinkaF,zhuanzhangM,gongjiaoM,youxiM,xindaiS,black
0.01,11,626,166,388118.67,15639,253709,24.24,3,7,1960350.83,1,0,243.62,31,343.29,48,137.58,1,363.33,10,9,371496.34,757.56,5.17,87546.37,0
0.04,111,177531,42,540113.39,27560,24895,96.38,1,0,835306.25,10,0,319.84,35,274.21,7,103.11,16,271.91,1,1,322429.46,22190.21,64.36,138970.58,0
0.01,42,241355,4,44981.31,54641,361960,317.01,8,0,1158850.73,6,1,44.42,29,282.56,3,235.25,6,313.84,11,1,44073.95,18376.15,41.84,240607.38,1
0.12,1,374126,41,699714.42,769174,2246,198.79,6,0,2730525.68,2,0,176.75,30,365,91,48.12,24,178.08,4,4,205886.79,445.43,348.13,383081.14,0
0.05,2,572123,14,218954.19,67806,51437,183.44,2,1,2333348.28,1,1,21.97,30,365,12,223.1,9,322.25,1,9,473275.5,2820,23.95,255164.11,1
0.04,143,290556,101,20428.25,29786,12661,205.46,18,7,111445.11,9,1,235.71,32,328.55,30,29.86,0,353.24,0,6,18561.72,646.97,1255.4,19475.29,0
0.01,25,382956,2,73091.21,123239,181940,122.98,18,1,2027690.9,4,1,112.31,28,363.69,3,162.89,0,231.61,3,1,324984.96,16245.35,232.42,224444.37,0
0.24,47,448419,42,88241.5,6879,45056,53.27,1,7,2590667.6,31,0,164.5,32,365,4,296.02,1,146.62,0,21,373391.32,2796.15,51.95,294636.6,0
0.02,45,195141,7,412043.95,228244,19351,266.95,5,8,473001.27,22,0,273.46,38,350.98,1,23.29,1,249.99,1,9,173237.19,1519.76,18.9,112313.4,0
0.01,20,7030,54,173319.84,178165,7951,277.95,1,0,10259.99,63,4,145.88,31,365,3,62.93,8,247.44,2,3,145332.96,11898.58,520.4,230542.21,1
0.01,140,229620,13,91680.76,521710,163577,304.81,10,10,1706380.95,53,0,335.73,23,336.97,4,23.98,28,90.03,5,4,27938.08,900.89,28.38,9450.81,1
0.02,131,45437,9,366100.83,277288,666624,37.72,10,6,775859.7,0,4,182.07,24,365,1,61.39,12,365,2,12,715868.54,3713.31,28.68,272355.4,0
0.01,49,8622,152,840776.69,181357,472236,42.9,2,0,1332447.02,5,0,369.89,24,365,33,341.32,0,142.08,5,1,128799.96,6491.1,100.45,276959.54,0
0.31,93,230362,230,469056.56,302396,794446,27.61,3,3,389858.91,52,2,212.78,27,365,0,69.78,9,21.44,5,24,23129.85,232.69,473.74,100749.89,0
0,58,305815,108,15032.32,28944,258609,276.74,6,3,890043.02,2,0,210.67,27,365,86,32.84,0,296.52,1,1,321127.67,942.65,74.39,11565.47,0
0.12,3,77039,84,294267.91,198653,26239,216.17,5,7,648640.77,36,1,316.4,31,338.01,18,26.92,5,117.44,0,10,629710.65,11.67,6.7,63555.35,0
0.24,52,23067,27,290761.16,463075,381300,185.36,2,0,18978.43,3,4,208.86,21,365,7,241.68,14,103.02,3,16,227307.68,1810.59,1.86,23465.41,0
0.07,1,520986,46,24045.72,38734,55936,199.62,2,9,1335609.15,0,1,318.96,27,365,31,106.93,0,201.55,2,4,667074.37,1809.86,62.03,140536.48,1
0.02,2,171569,3,229236.9,325665,7542,108.06,9,3,2930163.71,30,0,281.08,30,365,4,112.01,8,79.61,4,1,115563.06,17415.62,167.66,14503.74,1
0.39,76,618849,6,101762.02,247757,307479,34.07,6,3,775977.86,60,0,27.14,29,365,8,26.34,1,365,4,8,207964.62,722.34,67.37,22775.91,0
0.04,60,27487,11,87908.84,287615,312882,29.1,5,12,31846.23,1,4,366.33,29,302.9,4,365,0,6.34,0,32,20248.34,1474.6,74.27,290619,0
0.03,21,336993,165,832023.6,864,98422,365,6,5,30786.8,28,2,22.1,23,365,3,57.89,1,330.71,3,0,17895.15,13785,999.5,13672.22,1
0.01,87,294100,23,206398.49,35428,418797,26.8,5,4,1874115.81,2,0,295.03,31,350.61,1,206.61,6,365,2,7,524944.57,689.53,426.75,101747.57,0
0.01,143,540613,149,15175.88,42620,447649,27.69,2,2,1281974.49,2,0,420.77,25,365,7,40.06,8,365,0,1,697950.63,158.32,11.46,18975.79,0
0.35,80,73008,41,322685.26,69590,102865,236.9,2,6,307794.17,16,0,223.24,29,365,70,89.55,10,286.92,0,8,32788.85,1555.52,494.27,156070.12,0
0.01,3,253984,19,623107,67947,62997,319.64,5,5,749291.91,4,3,336.43,28,290.95,1,235.68,21,365,1,0,435760.24,1114.35,29.17,107345.86,0
0.1,27,486690,7,145966.16,37875,8476,22.36,5,0,1273111.54,8,0,317.19,28,365,49,185.03,0,16.73,0,0,11435.82,8199.03,460.5,106990.85,0
0.3,111,139471,120,423409.04,166384,299353,26.29,1,0,2392039.08,37,1,152.13,37,363.44,38,365,16,292.89,1,6,47104.38,315.28,225.86,6811.4,0
0.23,22,301675,164,14299.68,198614,59326,24.48,0,3,157390.42,0,0,209.54,26,354.15,6,188.71,4,301.82,9,8,529301.07,4620.14,668.56,134385.6,0
0.12,7,255297,104,308657.81,16990,371446,365,4,7,3347142.56,25,0,140.28,33,365,2,365,3,272.55,4,12,1019286.05,9653.26,54.38,83629.67,1
0.3,3,916492,1,201362.08,574583,114705,169.96,6,4,539663.78,4,0,166.04,31,365,28,187.29,3,70.01,0,3,29123.73,483.24,14.95,172328.52,0
0.01,16,159943,1,13849.08,2473,169062,235.67,0,7,1802169.62,23,0,480.5,38,365,13,19.18,2,336.79,0,23,827338.95,12095.06,43.47,92467.17,0
0.17,48,516577,13,597863.03,2486,12149,133.15,3,2,443220.45,22,0,266.61,32,365,65,300.23,0,76.65,3,2,39244.72,64.99,53.47,162989.8,0
0,99,1318930,4,532715.08,488293,253416,31.65,13,5,64075.83,13,1,84.29,26,298.07,111,108.12,5,365,3,0,39710.74,1754.34,0.04,167261.39,0
0.02,17,455831,70,198701.98,3669,32336,255.58,12,4,2414212.34,2,2,305.29,33,365,64,242.91,1,120.08,2,7,843283.75,1873.46,55.28,94748.1,1
0.21,74,464204,2,458012.2,14953,408682,68.69,3,0,305830.34,2,0,242.78,29,365,5,36.94,2,365,1,8,36475.77,4134.26,5.81,234758.45,0
0.29,1,227797,4,285064.48,310268,288783,76.46,4,9,2983682.74,51,1,320.46,28,308.15,1,239.15,2,345.34,0,0,544629.78,7053.17,356.1,254471.07,1
0.18,5,5783,62,660299.75,154671,447420,174.98,2,1,795005.35,0,0,263.55,32,365,15,91.41,28,306.35,3,0,978146.98,731.66,36.85,18538.82,0
0.06,75,484414,3,268679.77,250736,13936,281.3,8,2,1129975.23,8,0,191.16,31,337.89,28,214.5,3,149.92,5,22,788909.74,2850.18,8.5,246328.63,0
0.34,1,29094,98,20009.27,169442,271128,24.19,1,6,1128850.1,14,0,353.24,36,349.89,87,30.15,1,308.65,0,12,125453.17,21395.27,6.67,183304.64,0
0.07,4,545823,18,443095.02,168097,14237,207.52,8,6,334247.46,9,0,384.39,27,365,24,250.72,18,317.14,5,0,209255.79,1666.08,64.63,202495.61,1
0.17,0,551261,79,15390.06,336201,284306,300.27,7,8,1884469.17,7,0,331.26,25,288.98,1,131.13,27,125.19,1,1,703723.69,2589.1,350.86,269009.41,0
0.23,6,400942,4,695473.23,144668,81317,224.92,15,6,1315858.37,11,0,167.19,18,365,34,312.7,18,227.67,5,2,472531.58,881.54,17.39,159922.42,0
0.01,31,515437,29,308766.22,134077,13498,365,10,2,2934915.45,13,2,213.92,37,283.24,3,34.44,1,255.18,1,2,476174.71,693.43,6.95,90719.03,0
0.37,26,529565,21,376996.64,118682,42262,146.23,16,3,72523.12,18,0,185.3,26,322.13,46,22.93,0,365,0,0,75542.59,894.69,420.39,137226.99,0
0.01,51,101319,9,23752.48,25996,12362,299.98,1,0,1229490.41,3,3,342.81,32,365,50,148.99,1,365,3,2,74014.39,262.63,42.69,261424.05,0
0.18,29,286729,116,742487.58,9931,268092,139.57,7,11,200100.76,2,4,135.17,25,365,1,30.66,39,257.81,0,18,841078.46,1236.19,25.49,61748.03,0
0.26,20,13465,61,726456.82,266842,322595,131.02,12,2,793729.17,0,0,218.71,33,330.89,4,41.12,2,182.06,8,1,366223.53,20721.33,101.01,5599.74,0
0.14,2,48889,4,615746.38,117152,243322,27.87,15,1,622035.84,46,0,108.25,33,365,4,103.72,7,365,10,3,2194.02,1408.02,66.77,8031.65,0
0.02,0,314220,70,231107.78,437868,63696,179.19,4,0,1462845.64,26,0,399.2,24,365,65,34.99,31,349.02,1,1,104043.56,1695.75,39.64,149397.5,0
0.26,101,244167,108,22848.87,5525,18265,217.96,8,1,1866841.72,3,4,198.09,39,365,16,214.57,0,349.68,1,11,453283.47,2307.09,243.06,80195.65,1
0.02,6,193691,207,92247.52,328032,574371,187.58,6,1,987516.65,1,0,267.02,32,332.14,2,176.44,12,8.35,1,3,343644.83,600.35,25.28,17427.06,0
0.1,2,525575,25,745507.21,13509,119535,13.19,11,8,2295712.26,1,0,170.11,33,288.55,63,203.18,0,116.9,1,5,31168.08,18431.07,16.46,127640.44,0
0.14,27,365120,13,2726.84,279130,500805,180.23,1,6,3693879.4,68,0,297.77,35,365,41,233.71,12,276.28,2,2,147523.26,841.52,486.44,47928.13,1
0.03,23,202948,78,427160.5,16170,310346,282.03,9,9,1473133.27,9,0,346.39,26,365,53,299.4,4,365,0,1,116056.17,1582.04,406.99,79470.95,1
0.11,38,501115,107,1097.94,241524,493699,144.89,8,6,391980.64,80,3,225.87,30,365,44,132.61,16,365,7,4,209403.8,2693.78,188.06,135436.06,1
0.08,66,171092,72,512.76,97370,433403,248.58,7,0,1481256.19,23,0,167.99,29,348.57,14,30.28,22,297.1,0,2,428123.05,6522.2,75.78,274579.08,0
0.12,4,368850,4,391669.75,55525,31724,365,3,2,96132.81,1,0,57.42,30,328.42,55,140.39,7,185.63,10,6,301310.66,700.79,13.83,181725.18,0
0,84,466417,120,457312.52,392093,156178,29.35,2,6,791108.67,7,2,337.81,26,365,19,169,1,284.32,6,11,1542.82,411.74,258.99,14510.79,0
0.01,66,46545,65,363166.07,255333,212967,42.06,1,2,3466678.4,58,0,180.17,30,345.96,40,20.14,14,282.53,9,7,1083515.81,599.02,39.89,103050.34,0
0,28,279086,4,137638.33,307009,200836,268.52,0,11,1638310.58,1,1,208.99,28,365,63,228.61,3,323.86,0,8,218705.42,13422.74,35.57,365904.78,1
0,35,370814,131,454555.43,5236,458288,171,16,0,894293.72,3,0,504.71,34,336.87,4,202.65,1,206.18,0,3,576441.02,583.65,504.71,214067.66,0
0.04,110,329924,179,321915.79,46000,193888,156.15,5,0,4089755.37,12,3,106.09,29,362.09,29,170.13,23,365,1,1,180532.68,9024.8,551.68,50664.26,1
0.01,65,634457,92,214663.43,774,392614,365,11,2,3890719.15,23,4,168.88,28,365,25,19.81,4,329.63,3,2,787678.96,122.24,404.34,142890.6,1
0.03,42,26858,1,14210,62967,316371,83.12,11,12,2419090.1,12,3,274.54,30,365,15,22.79,13,285.97,0,0,3251.51,806.2,0.04,57228.82,1
0.05,118,354248,109,164952.07,197054,54126,40.36,3,7,2018467.67,18,2,262.15,30,365,0,103.25,1,303.51,0,14,599022.7,635.2,176.46,175437.21,0
0,67,413057,198,230723.58,9537,19080,243.09,1,2,1484980.01,3,1,409.21,30,365,1,25.65,0,246.19,7,1,457403.32,6921.27,48.4,195325.36,0
0.1,13,622957,83,504234.44,18854,417620,353.26,8,4,1778272.26,12,0,323.3,39,360.39,28,184.26,28,306.06,1,17,545745.87,16016.04,651.75,28785.21,1
0.12,39,33832,9,180197.18,19416,658764,365,7,2,2629537.22,13,1,218.49,30,318.57,5,48.86,12,365,0,8,221624.65,1669.08,257.94,128634.1,1
0.03,4,303557,59,801249.42,194025,380237,246.85,4,0,342367.96,29,0,300.71,28,310.73,98,345.92,1,275.32,3,1,558684.79,3679.3,27.22,141611.28,1
0.25,3,24483,30,403061.74,39663,37638,122.41,5,1,222673.5,25,0,158.07,24,365,18,107.86,2,155.94,2,15,56850.27,863.22,11.61,71445.91,0
0.02,13,289575,5,122988.16,19407,6408,183.8,7,3,2196016.97,16,0,93.91,32,365,2,163.2,2,360.12,3,0,292.81,1915.72,30.77,60293.45,1
0.32,36,344807,39,24161.71,90021,2375,22.56,3,8,3202699.85,21,0,171.51,35,304.18,89,184.98,1,104.43,1,1,656844.31,1257.79,575.17,223437.88,0
0.02,38,62652,112,589449.13,29025,759389,59.58,1,0,2117689.82,17,5,300.38,31,358.8,9,349.63,20,27.98,0,11,33023.64,994.14,14.55,85934.35,0
0.14,65,600704,27,449510.3,320315,7581,30.97,12,12,62986.06,57,2,58.88,39,355.31,1,348.54,5,317.5,0,1,634125.67,345.68,366.99,8865.37,0
0.28,6,191959,95,612042.86,237973,38270,197.4,1,0,2963830.18,2,0,303.93,31,365,120,183.76,12,161.1,6,0,15719.54,26758.21,23.44,77196.88,1
0.06,7,11000,94,196426.63,373247,350582,14.88,5,3,2703183.95,0,2,238.4,23,335.37,4,108.45,1,358.43,2,5,64955.61,14153.66,9.41,82368.32,0
0,73,149873,9,128548.32,9540,235046,345.83,2,9,92624.47,4,0,221.39,26,365,12,328,1,156.63,0,3,614441.16,16407.16,1491.05,159919.55,1
0.24,2,248586,10,403392.12,55404,15817,100.73,17,1,44363.68,25,0,164.19,32,336.86,69,66.49,26,301.05,5,1,20454.44,6456.57,7.41,183565.99,0
0.09,6,206681,147,346294.22,32587,7081,80.89,3,6,1448879.87,3,0,57.17,23,365,15,218.55,7,344.69,1,0,121455.85,438.78,462.8,75684.8,0
0.04,6,13104,10,54642.18,97258,44472,140.86,12,14,345134.26,12,0,266.77,37,349.41,19,181.52,9,81.57,1,2,371404.68,1857.2,129.95,7850.67,1
0.48,8,3780,46,45348.34,123858,231021,146.77,4,0,4143430.17,3,0,27.82,29,325.46,4,317.57,1,87.87,0,9,36232.38,8034.75,350.49,86817.34,0
0,5,7264,213,259931.19,13536,4048,151.43,8,6,598008.96,7,2,319.87,30,364.56,21,25.79,19,306.07,1,14,16596.94,1108.55,194.02,120927.47,1
0.02,52,483062,2,284265.34,161967,185086,24.82,6,0,478068.55,2,0,320.13,38,362.55,11,148.94,8,205.99,1,1,531776.39,336.59,92.59,37108.84,0
0.02,0,416283,6,259805.58,76241,49978,246.18,1,3,1975928.17,3,0,77.24,41,355.4,22,285.16,7,365,0,1,570948.56,294.22,929.04,91394.01,0
0.15,9,272220,30,6042.7,199494,81639,113.11,1,2,994001.32,44,0,206.12,35,365,3,54.91,1,283.11,2,7,258056.95,1982.47,927.16,64945.91,0
0.11,4,53050,20,272336.98,9909,179974,152.53,9,7,2627646.65,25,0,24.16,29,365,7,45.64,12,341.26,7,1,335695.09,2051.55,89.57,182394.31,0
0.61,36,281645,3,679602.05,8637,433659,365,1,12,32001.4,5,3,29.58,26,350.08,5,31.56,13,110.15,2,0,441150.31,517.83,62.66,15038.7,0
0.1,5,277126,45,259716.53,15118,557074,30.84,7,9,365857.9,3,0,246.77,33,365,68,55.13,0,365,7,2,583323.83,1995.68,31.84,147604.04,0
0.45,26,9406,280,4809.85,192177,9987,25.21,8,0,2821879.48,25,0,232.2,32,333.84,43,73.1,13,211.93,0,18,245792.07,2440.06,151.05,3306.84,0
0.22,19,556129,6,18789.87,88548,345379,26.2,13,0,1636012.85,3,3,336.4,34,315.75,60,105.28,13,365,0,1,146243.55,17686.84,261.37,38884.63,0
0.31,50,632130,91,266398.48,1534,59846,176.21,9,1,110659.21,2,0,120.75,27,365,42,178.26,2,192.07,0,0,222745.42,4812.81,754.1,21202.04,0
0.26,22,75974,194,512452.88,10859,835122,237.57,8,9,118147.98,3,0,170.49,37,346.36,10,32.82,3,151.02,9,1,404032.81,1358.68,101.04,129789.03,0
0,116,554247,100,180289.82,13393,56626,185.54,1,5,84991.02,21,0,247.75,37,347.68,1,184.81,0,105.62,0,1,435197.46,436.33,172.45,71973.43,0
0.42,4,302632,28,204817.96,29872,356271,166.81,4,8,992596.37,3,0,123.72,26,330.85,65,92.88,25,192.31,4,6,102849.74,10704.38,13.39,11668.97,1
0.26,3,441229,189,418003.61,8032,120527,167.57,17,0,1833475.93,2,1,147.92,30,350.03,1,134.13,1,279.47,14,30,836724.77,10756.93,1.69,588.06,0
0.08,40,146350,152,111756.72,190523,212764,206.47,2,5,2864067.1,3,0,288.18,34,365,37,94.59,10,214.36,0,3,13306.74,30.99,3.01,47624.51,0
0.22,14,469270,200,82207.62,156303,318629,32.7,3,1,662894.89,61,0,347.31,33,365,5,172.73,4,136.39,0,0,93036.28,1498.21,34.81,108381.86,0
0.37,45,30476,44,7117.02,12860,614771,170.78,4,1,2169335.34,0,0,450.22,25,365,0,178.93,25,365,0,18,245792.62,421.01,28.67,10100.77,0
0.12,8,235846,5,45616.64,86328,11932,45.99,8,11,563463.28,27,0,245.85,32,292.59,65,365,1,142.99,2,2,5086.08,1920.86,61.58,47786.62,1
0.03,4,158610,7,332599.45,25894,15661,143.41,7,1,1416159.56,32,2,188.86,26,336.43,13,142.12,3,312.82,0,26,41263.42,13822.72,363.9,28271.66,0
0.02,35,121235,4,285267.71,20928,491196,64.68,7,3,1523822.9,4,1,210.82,35,365,58,32.8,13,365,11,0,372078.49,435.43,322.79,26306.15,0
0.35,2,23932,14,740100.35,153399,50566,77.33,10,0,194936.86,4,0,224.76,23,307.61,2,153.71,25,112.92,0,11,19798.41,974.81,44.75,3453.85,0
0.11,72,393495,45,40125.87,988,462048,365,11,10,1948062.19,1,0,111.86,34,311.37,3,159.48,16,337.76,1,0,327227.24,3437.11,28.95,24452.78,1
0.21,26,410325,6,450631.41,74388,77871,120.79,6,4,2163687.27,18,0,191.83,32,346.27,0,19.65,10,365,0,31,252595.91,32659.8,37.04,12491.24,0
0.03,3,209915,3,668822.61,437679,527252,70.16,9,3,3910637.19,2,0,200.37,23,365,3,299.57,9,281.64,2,26,908433.32,13841.02,51.3,86687.2,0
0.13,19,24332,91,13301.92,13055,8138,220.09,1,0,3175764.6,1,0,195.48,29,320.62,82,300.3,4,10.91,1,0,5642.04,9386.32,42.17,1590.01,1
0.01,1,37718,61,369363.89,395671,298780,151.77,4,0,1788859.14,1,5,119.25,31,346.89,26,365,4,325.47,9,20,79691.76,1244.49,55.56,296963.88,0
0.01,19,216429,1,208673.51,201655,123482,120.49,11,3,457677.04,41,0,200.75,31,306.03,71,313.19,1,196.14,1,1,300299.53,7921.63,130.8,78207.89,0
0.01,64,157220,146,371033.99,22968,56154,62.44,6,7,1433174.01,16,0,271.74,30,356.24,44,27.37,26,137.52,5,13,102543.08,8738.56,45.73,299744.98,1
0.24,8,644178,183,29511.56,20047,31209,189.9,7,13,2905163.14,33,2,303.22,31,365,4,192.35,6,278.14,0,1,90735.57,85.55,174.44,15930.72,0
0.07,13,49137,24,532707.34,12481,633595,211.46,11,6,559171.13,3,1,357.55,24,297.98,33,246.45,14,157.37,8,6,53427.29,113.59,581.96,191891.71,0
0.18,2,354586,52,22470.62,254006,72365,280.65,8,16,86898.26,9,0,448.83,30,365,43,32.71,12,365,0,19,23942.5,219.98,127.02,210908.57,1
0.29,6,124314,74,431700.79,57376,747253,25.61,1,1,248678.58,2,1,277.88,32,326.78,2,80.33,17,229.03,1,5,335422.98,547.88,155.46,1975.74,0
0.34,5,224112,58,488014.27,498019,26605,105.86,6,4,392307.81,0,4,125.11,30,365,38,43.4,10,281.62,1,1,938623.15,908.29,6.69,292663.02,1
0.25,1,11263,109,385080.93,589090,687909,231.11,2,2,1712382.25,4,0,336.49,24,309.38,1,226.32,20,235.97,0,10,208818.31,292.67,13.27,253498.33,0
0.07,80,618557,88,9765.42,564752,114642,365,13,1,1467849.48,4,2,332.73,31,284.94,10,44.05,0,365,0,1,456375.86,52776.26,423.06,84755.38,1
0.12,2,324702,30,259491.28,16338,113952,365,17,8,1306957.51,1,0,86.31,21,335.19,1,219.48,9,121.45,0,19,480607.55,1550.43,158.38,276172.6,0
0.1,54,526936,150,138666.22,10681,58850,204.15,15,4,2885677.7,17,4,345.53,31,355.56,0,95.32,19,268.84,10,2,18779.62,2819.75,254.62,199284.82,1
0.01,1,102612,160,19531.78,1418,333894,260.72,7,0,2364074.98,57,0,149.88,28,304.72,2,36.76,2,365,6,19,48771.63,15195.15,298.22,28096.91,1
0.03,71,605161,217,117495.01,34632,15645,199.86,5,1,43793.9,8,0,39.23,33,339.92,4,26.51,6,217.24,5,3,566430.93,10853.04,649.75,184251.76,0
0.04,24,745987,228,753769.82,373833,640163,174.84,11,2,1702823.11,1,0,336.86,29,309.75,33,40.08,17,246.92,1,16,37436.57,1998.09,11.26,209331.65,0
0.02,13,268152,66,1103972.59,301919,277045,232.62,9,1,299284.04,2,1,98.06,28,321.12,42,36.19,15,131.46,7,1,296129.21,1121.05,36.07,7696.09,1
0.02,40,465410,38,721802.34,10061,27359,56.55,6,6,2341602.05,39,0,167.7,22,365,38,27.05,1,365,9,25,7159.58,530.75,3.55,314378.55,0
0.02,11,91824,158,422963.28,46487,544673,16.34,10,1,1146173.3,49,0,44.22,29,342.15,10,30.03,13,47.8,0,17,1120430.93,1668.15,19.58,99711.01,0
0.01,37,11037,57,31212.23,495729,84103,85.92,3,0,2286899.52,44,0,297.19,35,365,66,27.83,0,292.84,1,5,499696.06,3668.4,127.9,8198.88,1
0.39,7,19301,85,274503.06,133332,454298,365,12,2,1096358.95,3,0,275.33,33,365,65,42.14,4,130.12,0,6,367836.51,616.82,420.84,131914.84,1
0.09,15,2513,5,327808.27,344587,106158,27.06,7,8,3998746.49,29,2,306.14,26,365,62,37.37,2,314.71,1,8,30798.4,2202.4,53.8,5875.69,1
0.15,7,564596,39,772598.17,292836,634935,37.17,6,5,2287257.79,11,2,189.93,15,314.16,1,137.96,1,365,3,1,26018.71,2266.23,32.51,4034.3,0
0.01,39,380656,31,46698.68,272627,103713,237.24,10,17,780691.14,32,3,61.34,36,365,7,209.73,15,137.69,2,1,72354.88,1238.84,185.77,149388.71,1
0.03,2,5043,3,31668.06,487953,260912,212.33,4,15,87598.96,2,0,237.51,25,365,13,50.96,7,363.41,1,2,385185.83,954.21,10.86,94921.41,1
0.02,66,875,245,50336.34,17686,609309,34.77,1,4,159820.34,14,1,246.02,24,334.46,1,24.9,6,365,9,2,974603.19,14811.84,68.42,53017.89,0
0.06,75,147801,78,11101.25,162492,98106,149.02,1,1,508953.93,34,0,82.78,32,365,33,22.99,19,365,1,17,564895.26,1891.33,757.21,93384.09,0
0.26,7,125011,66,391418.39,57796,168291,88.24,9,7,1144902.29,7,0,203.11,32,314.01,27,127.28,35,365,9,14,705090.38,16104.87,631.93,946.39,0
0.19,46,143939,6,722971.42,371835,61301,317.23,5,4,1184930.32,27,3,382.54,30,334.62,2,95.77,21,266.55,8,1,31273.77,2229.93,512.51,12144.23,0
0.36,54,485606,74,55005.09,247484,271850,120.26,9,6,989738.08,20,2,280.76,29,279.62,27,66.06,1,239.43,14,7,256433.61,5108.91,315.3,186716.8,0
0.01,48,532394,7,552717.88,282440,26073,78.48,15,6,391890.65,64,0,417.79,26,356.64,4,337.83,19,295.42,1,2,716240.99,3305.81,393.01,260615.1,1
0,7,198761,271,326031.29,19069,214845,217.08,10,7,687331.92,13,0,399.12,28,361.81,36,168.7,30,365,9,1,647583.4,7767.25,60.53,54053.81,1
0.01,111,519398,10,56513.22,341578,903338,182.53,8,8,522394.12,1,2,69.26,27,335.41,3,46.97,20,365,0,1,32648.33,13409.39,14.48,5879.26,0
0.17,14,63959,101,209015.7,338356,483850,147.76,5,4,2788689.11,1,1,312.73,22,331.27,19,143.24,13,365,5,3,6908.79,15182.14,222.62,273033.35,0
0.01,57,87570,7,563012,14671,390344,226.09,6,3,400030.1,28,0,203.88,33,344.51,16,207.21,0,31.38,8,1,63305.67,1665.15,27.63,179856.77,0
0.01,17,13431,5,62019.5,18969,189061,147.79,1,4,1905957.26,2,2,455.95,39,365,36,292.44,6,189.82,2,2,59891.18,5080.49,63.55,201050.32,1
0.37,0,115608,32,402654.46,466831,467160,33.78,6,4,1383592.29,50,0,225.09,33,306.83,12,38.34,0,365,0,9,321075.06,5972.85,12.79,257849.6,0
0.06,2,211692,17,9375.41,261132,476930,254.03,3,4,184333.44,6,2,65.37,31,365,12,38.17,6,190.24,1,14,434303.01,1937.07,55.4,13068.31,0
0.02,2,592737,149,57067.79,29665,193719,28.12,4,9,1887030.09,15,3,233.91,35,245.39,65,98.19,1,365,0,1,420787.84,1449.81,41.64,204862.56,0
0.35,28,26489,5,547455.44,1686,455088,73.95,17,9,600801.29,0,3,386.61,39,365,4,130.87,0,304.87,5,0,149535.39,773.81,397.39,294559.18,1
0.22,95,200317,164,330955.45,14033,73943,108.31,4,1,177336.7,40,0,123.19,29,282.49,0,49.09,15,358.3,2,4,903570.19,12762.65,21.67,44569.93,0
0.28,20,750262,65,422319.41,15783,9409,202.36,1,10,2803786.6,70,0,172.12,34,365,74,98.42,13,26.83,0,9,7476.61,2591.27,10.38,167120.79,0
0.27,69,407207,5,275121.81,10648,255598,27.66,11,6,3166909.52,25,0,427.94,37,342.38,38,121.87,23,225.43,13,18,65912.54,24181.78,641.42,1655.91,0
0.1,4,372557,72,415711.27,374735,158627,42.85,2,1,437208.68,4,2,215.05,27,347.82,73,198.48,0,226.26,0,1,366758.83,2914.82,416.11,2785.02,0
0.36,10,22863,18,104659.19,255017,380593,217.65,1,4,753503.2,108,0,18.92,32,365,57,93.77,11,65.55,3,13,846841.14,1377.76,217.79,76184.63,1
0.29,9,237794,119,21531.88,3273,38980,323.58,1,1,381558.22,62,0,325.43,27,365,2,179.51,1,72.67,0,2,295784.18,1103.03,580.26,144719.54,1
0.05,86,272910,145,710321.68,27581,670874,300.38,10,0,1832446.54,5,0,205.54,30,327.21,0,224.37,12,166.44,6,0,493767.33,23387.81,37.29,164942.64,0
0.21,50,132671,22,372437.6,219091,2425,103.19,1,3,2005164.54,1,0,327.21,31,365,48,38.69,17,202.02,0,1,475494.38,5192.7,1082.13,64546.67,0
0.29,14,18813,9,134329.72,197465,25271,152.26,1,3,1667248.6,15,1,257.97,26,365,1,195.25,10,283.78,0,24,1169883.98,254.18,10.68,11881.31,0
0.05,26,547755,5,50352.42,424346,3555,85.91,17,7,1543144.95,39,0,263.61,37,330.11,24,67.42,13,361.14,7,1,785377.31,4666.8,148.86,162577.81,1
0.04,21,229869,3,127282.2,208282,217948,242.4,9,11,823169.3,55,0,127.51,37,365,4,16.03,2,365,2,2,346336.05,1055.86,71.56,122532.01,0
0.01,19,54840,216,169162.02,116882,464718,196.42,0,1,3376973.25,33,0,226.81,35,347.73,141,30.34,15,365,0,14,268433.61,204.02,20.34,280347.38,0
0.17,20,825539,123,899248.81,10305,168519,32.39,10,0,2940594.55,48,1,327.97,37,365,30,119.03,6,223.2,10,0,29211.43,1237.91,6.71,187647.91,0
0.6,47,216536,47,67367.78,32938,579901,40.47,10,11,3327865.33,57,0,149.87,29,365,79,204.56,0,54.97,0,0,478430.62,4444.34,78.15,142240.9,0
0.04,1,418204,200,166050.55,96339,615414,112.16,9,4,1742742.37,12,2,276.09,33,359.35,4,114.65,0,365,3,37,586320.27,658.17,38.75,129507.86,0
0.35,101,469476,2,1060083.69,483304,62588,310.47,9,0,253763.31,16,1,193.25,35,324.81,78,238.22,8,356.02,5,5,532054.34,1541.35,919.79,240804.41,0
0,1,25295,75,256245.05,16271,27318,235.73,6,2,301211.96,2,0,5.67,27,365,36,104.48,27,82.78,5,4,433716.67,2197.38,100.44,196563.47,1
